,SibSp,Parch,Fare,passenger_class,isFemale,passenger_survived
172,0.4143079231509398,0.5820971943443483,-0.5347012661517373,-0.8743405952545423,1,1
524,-0.5364756440800631,-0.48112115042747156,-0.6373416905295621,-0.8743405952545423,0,0
452,-0.5364756440800631,-0.48112115042747156,-0.09784126262749303,1.4442811314204662,0,0
170,-0.5364756440800631,-0.48112115042747156,0.053328645974359594,1.4442811314204662,0,0
620,0.4143079231509398,-0.48112115042747156,-0.44739341406897337,-0.8743405952545423,0,0
397,-0.5364756440800631,-0.48112115042747156,-0.14384949568023078,0.2849702680829619,0,0
161,-0.5364756440800631,-0.48112115042747156,-0.4133262892748376,0.2849702680829619,1,1
41,0.4143079231509398,-0.48112115042747156,-0.27530159011662436,0.2849702680829619,1,0
702,-0.5364756440800631,0.5820971943443483,-0.44739341406897337,-0.8743405952545423,1,0
567,-0.5364756440800631,3.7717522286598077,-0.2733298087000785,-0.8743405952545423,1,0
147,1.3650914903819424,1.645315539116168,0.07633276250072847,-0.8743405952545423,1,0
100,-0.5364756440800631,-0.48112115042747156,-0.6198164972993021,-0.8743405952545423,1,0
820,0.4143079231509398,0.5820971943443483,1.6307537792110827,1.4442811314204662,1,1
676,-0.5364756440800631,-0.48112115042747156,-0.6157625147068837,-0.8743405952545423,0,0
177,-0.5364756440800631,-0.48112115042747156,-0.0725367344484873,1.4442811314204662,1,0
644,1.3650914903819424,0.5820971943443483,-0.3210916126925977,-0.8743405952545423,1,1
195,-0.5364756440800631,-0.48112115042747156,3.0246928209497104,1.4442811314204662,1,1
185,-0.5364756440800631,-0.48112115042747156,0.48712055761445844,1.4442811314204662,0,0
167,0.4143079231509398,3.7717522286598077,-0.09389769979440125,-0.8743405952545423,1,0
117,0.4143079231509398,-0.48112115042747156,-0.27530159011662436,0.2849702680829619,0,0
888,0.4143079231509398,1.645315539116168,-0.21089006384279152,-0.8743405952545423,1,0
237,-0.5364756440800631,1.645315539116168,-0.1372768909584111,0.2849702680829619,1,1
795,-0.5364756440800631,-0.48112115042747156,-0.4856249412148541,0.2849702680829619,0,0
171,3.266658624843948,0.5820971943443483,-0.06169193665748479,-0.8743405952545423,0,0
824,3.266658624843948,0.5820971943443483,0.21600061283939664,-0.8743405952545423,0,0
353,0.4143079231509398,-0.48112115042747156,-0.35943093055591624,-0.8743405952545423,0,0
521,-0.5364756440800631,-0.48112115042747156,-0.6198164972993021,-0.8743405952545423,0,0
307,0.4143079231509398,-0.48112115042747156,2.035626230075175,1.4442811314204662,1,1
646,-0.5364756440800631,-0.48112115042747156,-0.6198164972993021,-0.8743405952545423,0,0
560,-0.5364756440800631,-0.48112115042747156,-0.6236496403730674,-0.8743405952545423,0,0
642,2.315875057612945,1.645315539116168,-0.09389769979440125,-0.8743405952545423,1,0
670,0.4143079231509398,0.5820971943443483,0.19792594985439255,0.2849702680829619,1,1
722,-0.5364756440800631,-0.48112115042747156,-0.4856249412148541,0.2849702680829619,0,0
509,-0.5364756440800631,-0.48112115042747156,0.6578978606224436,-0.8743405952545423,0,1
145,0.4143079231509398,0.5820971943443483,0.1387725073580154,0.2849702680829619,0,0
731,-0.5364756440800631,-0.48112115042747156,-0.3334691419047285,-0.8743405952545423,0,0
699,-0.5364756440800631,-0.48112115042747156,-0.6262786822617953,-0.8743405952545423,0,0
406,-0.5364756440800631,-0.48112115042747156,-0.6236496403730674,-0.8743405952545423,0,0
345,-0.5364756440800631,-0.48112115042747156,-0.4856249412148541,0.2849702680829619,1,1
209,-0.5364756440800631,-0.48112115042747156,-0.0123974012438372,1.4442811314204662,0,1
435,0.4143079231509398,1.645315539116168,2.3274498797239684,1.4442811314204662,1,1
48,1.3650914903819424,-0.48112115042747156,-0.2574451376083846,-0.8743405952545423,0,0
240,0.4143079231509398,-0.48112115042747156,-0.44739341406897337,-0.8743405952545423,1,0
483,-0.5364756440800631,-0.48112115042747156,-0.5753409956676928,-0.8743405952545423,1,1
138,-0.5364756440800631,-0.48112115042747156,-0.5850894829910956,-0.8743405952545423,0,0
134,-0.5364756440800631,-0.48112115042747156,-0.4856249412148541,0.2849702680829619,0,0
577,0.4143079231509398,-0.48112115042747156,0.6422340290494029,1.4442811314204662,1,1
35,0.4143079231509398,-0.48112115042747156,0.5397013953890158,1.4442811314204662,0,0
131,-0.5364756440800631,-0.48112115042747156,-0.6420529335941625,-0.8743405952545423,0,0
316,0.4143079231509398,-0.48112115042747156,-0.14384949568023078,0.2849702680829619,1,1
367,-0.5364756440800631,-0.48112115042747156,-0.6373416905295621,-0.8743405952545423,1,1
813,3.266658624843948,1.645315539116168,-0.005167536049835589,-0.8743405952545423,1,0
227,-0.5364756440800631,-0.48112115042747156,-0.6367948498167068,-0.8743405952545423,0,0
4,-0.5364756440800631,-0.48112115042747156,-0.6157625147068837,-0.8743405952545423,0,0
864,-0.5364756440800631,-0.48112115042747156,-0.4856249412148541,0.2849702680829619,0,0
